,geo_enabled,default_profile_image,default_profile,statuses_count,protected,verified,description,following,followers_count,friends_count,favourites_count,favouriteses_count,listed_count,url_count,location,notifications,updated,time_diffs_count,statu,label
17,1.0,1.0,1.0,41,0.0,0.0,0,0,4,38,0,0,41,0,1,1,1.0,0,57.0,0
18,1.0,1.0,0.0,1307,1.0,0.0,3,0,178,142,1194,1194,1307,0,1,0,1.0,0,118.0,1
19,1.0,1.0,1.0,67,0.0,0.0,0,0,4,31,0,0,67,0,1,1,1.0,0,74.0,0
20,1.0,1.0,1.0,43,0.0,0.0,0,0,7,36,0,0,43,0,1,1,1.0,0,57.0,0
21,1.0,1.0,1.0,72,0.0,0.0,83,0,0,0,0,0,72,0,1,0,1.0,0,875.0,0
22,1.0,1.0,0.0,9952,0.0,0.0,32,0,569,349,1,1,9952,4,0,1,1.0,0,776.0,0
23,1.0,1.0,1.0,21036,0.0,0.0,65,0,416,67,553,553,21036,8,1,0,1.0,0,2250.0,1
24,0.0,1.0,1.0,14577,0.0,0.0,80,0,803,483,1844,1844,14577,9,1,1,1.0,0,414.0,1
25,1.0,1.0,1.0,38,0.0,0.0,0,0,7,41,0,0,38,0,1,1,1.0,0,70.0,0
26,1.0,1.0,1.0,12212,0.0,0.0,29,0,947,1893,0,0,12212,8,0,1,1.0,0,1006.0,0
27,1.0,1.0,1.0,44,0.0,0.0,0,0,3,33,0,0,44,0,1,1,1.0,0,53.0,0
28,1.0,1.0,1.0,78,0.0,0.0,0,0,9,44,0,0,78,0,1,1,1.0,0,71.0,0
29,1.0,1.0,1.0,63,0.0,0.0,38,0,0,0,0,0,63,0,1,0,1.0,0,874.0,0
30,1.0,1.0,1.0,127,0.0,0.0,58,0,228,305,0,0,127,0,1,0,1.0,0,870.0,0
31,1.0,1.0,1.0,415,0.0,0.0,12,0,6997,6942,0,0,415,10,1,0,1.0,0,718.0,0
32,1.0,1.0,1.0,44,0.0,0.0,0,0,3,37,0,0,44,0,1,1,1.0,0,58.0,0
33,1.0,1.0,1.0,63,0.0,0.0,0,0,10,38,0,0,63,0,1,1,1.0,0,67.0,0
34,0.0,1.0,1.0,216,0.0,0.0,0,0,25,90,3,3,216,0,1,0,1.0,0,1452.0,1
35,1.0,1.0,1.0,57,0.0,0.0,0,0,0,40,0,0,57,0,1,1,1.0,0,63.0,0
36,1.0,1.0,1.0,40,0.0,0.0,0,0,1,30,0,0,40,0,1,1,1.0,0,58.0,0
37,1.0,1.0,1.0,11381,0.0,0.0,62,0,1229,1491,1,1,11381,11,0,1,1.0,0,1253.0,0
38,1.0,1.0,1.0,58,0.0,0.0,0,0,0,38,0,0,58,0,1,1,1.0,0,65.0,0
39,1.0,1.0,0.0,9906,0.0,0.0,64,0,623,1416,1,1,9906,6,1,1,1.0,0,776.0,0
40,0.0,1.0,1.0,11662,0.0,0.0,47,0,478,469,4476,4476,11662,8,1,0,1.0,0,1345.0,1
41,1.0,1.0,1.0,70,0.0,0.0,0,0,5,40,0,0,70,0,1,1,1.0,0,75.0,0
42,0.0,1.0,1.0,4986,0.0,0.0,96,0,152,294,9,9,4986,0,1,0,1.0,0,887.0,0
43,1.0,1.0,1.0,2304,0.0,0.0,37,0,143,569,507,507,2304,1,1,0,1.0,0,2253.0,1
44,1.0,1.0,0.0,500,0.0,0.0,0,0,28,196,868,868,500,1,1,0,1.0,0,1250.0,1
45,1.0,1.0,1.0,77,0.0,0.0,0,0,10,42,0,0,77,0,1,1,1.0,0,73.0,0
46,1.0,1.0,1.0,359,0.0,0.0,36,0,5197,5568,0,0,359,3,1,0,1.0,0,875.0,0
47,1.0,1.0,1.0,74,0.0,0.0,0,0,4,51,0,0,74,0,1,1,1.0,0,71.0,0
48,0.0,1.0,1.0,116,0.0,0.0,9,0,42,173,278,278,116,0,1,1,1.0,0,1479.0,1
49,1.0,1.0,1.0,41,0.0,0.0,0,0,8,34,0,0,41,0,1,1,1.0,0,58.0,0
50,0.0,1.0,1.0,8441,0.0,0.0,87,0,448,400,3454,3454,8441,1,1,0,1.0,0,1392.0,1
51,1.0,1.0,0.0,28771,0.0,0.0,67,0,858,2000,1039,1039,28771,23,1,0,1.0,0,1045.0,1
52,1.0,1.0,1.0,11895,0.0,0.0,86,0,1007,1241,1,1,11895,6,0,1,1.0,0,1028.0,0
53,0.0,1.0,0.0,514,0.0,0.0,64,0,190,228,490,490,514,0,1,1,1.0,0,444.0,1
54,0.0,1.0,0.0,131,0.0,0.0,65,0,8,9,3,3,131,0,0,0,1.0,0,1422.0,1
55,0.0,1.0,1.0,3157,1.0,0.0,3,0,605,94,204,204,3157,1,1,1,1.0,0,857.0,1
56,1.0,1.0,1.0,65,0.0,0.0,0,0,10,41,0,0,65,0,1,1,1.0,0,69.0,0
57,0.0,1.0,1.0,4790,0.0,0.0,158,0,3325,1327,235,235,4790,5,0,0,1.0,0,1431.0,1
58,1.0,1.0,1.0,259,0.0,0.0,68,0,4208,4605,0,0,259,2,1,1,1.0,0,874.0,0
59,0.0,1.0,1.0,19515,0.0,0.0,107,0,689,470,2463,2463,19515,26,1,0,1.0,0,2204.0,1
60,1.0,1.0,1.0,316,0.0,0.0,59,0,4423,4359,0,0,316,4,1,1,1.0,0,874.0,0
61,1.0,1.0,1.0,40,0.0,0.0,0,0,4,41,0,0,40,0,1,1,1.0,0,55.0,0
62,1.0,1.0,1.0,133,0.0,0.0,59,0,301,352,0,0,133,0,1,0,1.0,0,874.0,0
63,1.0,1.0,1.0,2467,0.0,0.0,69,0,57,55,1606,1606,2467,2,1,1,1.0,0,1618.0,1
64,1.0,1.0,1.0,9457,0.0,0.0,130,0,46,163,486,486,9457,1,1,0,1.0,0,760.0,1
65,0.0,1.0,1.0,9053,0.0,0.0,44,0,195,135,4675,4675,9053,1,1,1,1.0,0,1336.0,1
66,1.0,1.0,0.0,6796,0.0,0.0,15,0,6512,5450,5,5,6796,7,1,0,1.0,0,750.0,0
67,0.0,1.0,0.0,8759,0.0,0.0,125,0,424,463,3387,3387,8759,3,1,0,1.0,0,816.0,1
68,0.0,1.0,0.0,4857,0.0,0.0,48,0,258,308,3868,3868,4857,1,1,1,1.0,0,571.0,1
69,1.0,1.0,0.0,1311,0.0,0.0,82,0,169,342,347,347,1311,1,1,0,1.0,0,725.0,1
70,1.0,1.0,1.0,312,0.0,0.0,18,0,5715,6138,1,1,312,7,1,0,1.0,0,803.0,0
71,1.0,1.0,0.0,3719,0.0,0.0,57,0,220,198,255,255,3719,0,1,1,1.0,0,553.0,1
72,1.0,1.0,1.0,75,0.0,0.0,0,0,1,41,0,0,75,0,1,1,1.0,0,70.0,0
73,1.0,1.0,1.0,57,0.0,0.0,0,0,3,36,0,0,57,0,1,1,1.0,0,65.0,0
74,1.0,1.0,1.0,88,0.0,0.0,0,0,5,48,0,0,88,0,1,1,1.0,0,75.0,0
75,1.0,1.0,1.0,46,0.0,0.0,0,0,3,47,0,0,46,0,1,1,1.0,0,72.0,0
76,1.0,1.0,1.0,242,0.0,0.0,0,0,61,640,0,0,242,0,1,1,1.0,0,153.0,0
77,1.0,1.0,1.0,63,0.0,0.0,0,0,2,42,0,0,63,0,1,1,1.0,0,60.0,0
78,1.0,1.0,1.0,45,0.0,0.0,0,0,0,38,0,0,45,0,1,1,1.0,0,54.0,0
79,1.0,1.0,0.0,92,0.0,0.0,28,0,16,107,28,28,92,0,1,0,1.0,0,470.0,1
80,1.0,1.0,1.0,42,0.0,0.0,0,0,0,40,0,0,42,0,1,1,1.0,0,68.0,0
81,0.0,1.0,1.0,5561,0.0,0.0,122,0,57,185,342,342,5561,1,1,0,1.0,0,971.0,1
82,1.0,1.0,1.0,45,0.0,0.0,0,0,6,35,0,0,45,0,1,1,1.0,0,57.0,0
83,0.0,1.0,1.0,12033,0.0,0.0,140,0,11617,815,862,862,12033,89,0,0,1.0,0,2138.0,1
84,1.0,1.0,1.0,46,0.0,0.0,0,0,8,39,0,0,46,0,1,1,1.0,0,70.0,0
85,1.0,1.0,1.0,42,0.0,0.0,0,0,0,38,0,0,42,0,1,1,1.0,0,51.0,0
86,1.0,1.0,1.0,59,0.0,0.0,0,0,5,35,0,0,59,0,1,1,1.0,0,67.0,0
87,1.0,1.0,0.0,14643,0.0,0.0,47,0,442,56,21547,21547,14643,2,1,0,1.0,0,508.0,1
88,1.0,1.0,1.0,75,0.0,0.0,0,0,5,42,0,0,75,0,1,1,1.0,0,73.0,0
89,1.0,1.0,1.0,60,0.0,0.0,0,0,5,36,0,0,60,0,1,1,1.0,0,69.0,0
90,0.0,1.0,1.0,46978,1.0,0.0,51,0,4964,2288,156,156,46978,23,0,0,1.0,0,1065.0,1
91,1.0,1.0,1.0,62,0.0,0.0,0,0,1,44,0,0,62,0,1,1,1.0,0,68.0,0
92,1.0,1.0,1.0,44,0.0,0.0,0,0,8,36,0,0,44,0,1,1,1.0,0,58.0,0
93,1.0,1.0,0.0,12678,0.0,0.0,64,0,814,1996,0,0,12678,5,1,1,1.0,0,776.0,0
94,1.0,1.0,1.0,204,0.0,0.0,75,0,3577,3939,0,0,204,4,1,1,1.0,0,803.0,0
95,0.0,1.0,0.0,449,0.0,0.0,44,0,129,163,287,287,449,0,0,0,1.0,0,315.0,1
96,1.0,1.0,1.0,37,0.0,0.0,0,0,5,40,0,0,37,0,1,1,1.0,0,67.0,0
97,1.0,1.0,1.0,2622,0.0,0.0,10,0,191,189,554,554,2622,0,1,1,1.0,0,1391.0,1
98,1.0,1.0,1.0,45,0.0,0.0,0,0,6,41,0,0,45,0,1,1,1.0,0,54.0,0
99,0.0,1.0,1.0,24134,0.0,0.0,16,0,295,224,22424,22424,24134,1,1,0,1.0,0,1742.0,1
100,0.0,1.0,1.0,28275,0.0,0.0,20,0,1068,1883,689,689,28275,29,1,0,1.0,0,1664.0,1
101,1.0,1.0,0.0,104,0.0,0.0,0,0,23,26,168,168,104,1,1,1,1.0,0,132.0,1
102,1.0,1.0,1.0,39,0.0,0.0,0,0,7,39,0,0,39,0,1,1,1.0,0,54.0,0
103,1.0,1.0,1.0,28400,0.0,0.0,157,0,8375,503,2497,2497,28400,535,0,0,1.0,0,2981.0,1
104,1.0,1.0,1.0,8493,0.0,0.0,40,0,463,675,4632,4632,8493,2,1,0,1.0,0,1067.0,1
105,0.0,1.0,1.0,258,0.0,0.0,19,0,82,145,372,372,258,0,1,1,1.0,0,174.0,1
106,1.0,1.0,1.0,79,0.0,0.0,0,0,3,39,0,0,79,0,1,1,1.0,0,74.0,0
107,0.0,1.0,1.0,60,0.0,0.0,158,0,58,264,24,24,60,0,1,0,1.0,0,1488.0,1
108,1.0,1.0,1.0,768,0.0,1.0,43,0,2560,2814,0,0,768,2,1,0,1.0,0,192.0,0
109,1.0,1.0,1.0,41,0.0,0.0,0,0,8,38,0,0,41,0,1,1,1.0,0,69.0,0
110,0.0,1.0,1.0,1154,0.0,0.0,38,0,44,78,224,224,1154,1,1,0,1.0,0,466.0,1
111,1.0,1.0,1.0,50,0.0,0.0,0,0,5,39,0,0,50,0,1,1,1.0,0,52.0,0
112,1.0,1.0,1.0,42,0.0,0.0,0,0,14,44,0,0,42,0,1,1,1.0,0,54.0,0
113,1.0,1.0,1.0,43,0.0,0.0,0,0,4,32,0,0,43,0,1,1,1.0,0,55.0,0
114,1.0,1.0,1.0,80,0.0,0.0,0,0,4,38,0,0,80,0,1,1,1.0,0,72.0,0
115,0.0,1.0,1.0,6718,1.0,0.0,0,0,1083,640,991,991,6718,0,1,1,1.0,0,731.0,1
116,1.0,1.0,1.0,71,0.0,0.0,0,0,3,39,0,0,71,0,1,1,1.0,0,73.0,0
117,1.0,1.0,1.0,12561,0.0,1.0,160,0,787,1007,5967,5967,12561,7,0,0,1.0,0,1563.0,1
118,1.0,1.0,1.0,63,0.0,0.0,0,0,5,42,0,0,63,0,1,1,1.0,0,73.0,0
119,1.0,1.0,1.0,12478,0.0,0.0,85,0,1488,1902,1,1,12478,13,0,1,1.0,0,1405.0,0
120,1.0,1.0,1.0,35,0.0,0.0,0,0,1,40,0,0,35,0,1,1,1.0,0,52.0,0
121,1.0,1.0,0.0,408,0.0,0.0,74,0,144,187,261,261,408,0,1,1,1.0,0,67.0,1
122,1.0,1.0,1.0,6073,0.0,0.0,8,0,221,308,471,471,6073,1,0,0,1.0,0,2068.0,1
123,1.0,1.0,1.0,11749,0.0,0.0,65,0,2407,526,3951,3951,11749,36,0,0,1.0,0,587.0,1
124,1.0,1.0,1.0,37,0.0,0.0,84,0,0,0,0,0,37,0,1,0,1.0,0,799.0,0
125,1.0,1.0,1.0,79,0.0,0.0,0,0,4,43,0,0,79,0,1,1,1.0,0,71.0,0
126,1.0,1.0,1.0,67,0.0,0.0,0,0,7,35,0,0,67,0,1,1,1.0,0,70.0,0
127,1.0,1.0,1.0,76,0.0,0.0,0,0,9,46,0,0,76,1,1,1,1.0,0,74.0,0
128,0.0,1.0,1.0,876,0.0,0.0,105,0,75,52,201,201,876,0,0,0,1.0,0,1000.0,1
129,1.0,1.0,1.0,33,0.0,0.0,0,0,2,38,0,0,33,0,1,1,1.0,0,58.0,0
130,0.0,1.0,1.0,3505,0.0,0.0,0,0,1454,1998,676,676,3505,7,1,0,1.0,0,2490.0,1
131,1.0,1.0,1.0,170,0.0,0.0,125,0,115,353,38,38,170,2,1,0,1.0,0,30.0,0
132,1.0,1.0,1.0,409,0.0,0.0,49,0,5054,5560,0,0,409,2,1,0,1.0,0,719.0,0
133,1.0,1.0,1.0,18838,0.0,0.0,160,0,129,670,8843,8843,18838,3,0,0,1.0,0,1106.0,1
134,1.0,1.0,1.0,834,0.0,0.0,0,0,70,88,483,483,834,1,1,0,1.0,0,160.0,1
135,1.0,1.0,1.0,210,0.0,0.0,54,0,4061,4434,0,0,210,3,1,1,1.0,0,800.0,0
136,1.0,1.0,1.0,44,0.0,0.0,0,0,5,38,0,0,44,0,1,1,1.0,0,69.0,0
137,1.0,1.0,0.0,297,0.0,1.0,0,0,7,122,195,195,297,0,1,1,1.0,0,364.0,1
138,0.0,1.0,1.0,9747,0.0,0.0,31,0,384,489,6313,6313,9747,2,0,0,1.0,0,880.0,1
139,0.0,1.0,0.0,183431,0.0,0.0,112,0,759,115,94,94,183431,32,1,0,1.0,0,1789.0,1
140,1.0,1.0,1.0,69,0.0,0.0,0,0,5,38,0,0,69,0,1,1,1.0,0,72.0,0
141,1.0,1.0,0.0,7406,0.0,0.0,0,0,769,469,1188,1188,7406,1,1,1,1.0,0,530.0,1
142,1.0,1.0,1.0,251,0.0,0.0,0,0,50,546,0,0,251,0,1,1,1.0,0,76.0,0
143,1.0,1.0,1.0,54,0.0,0.0,0,0,2,34,0,0,54,0,1,1,1.0,0,70.0,0
144,1.0,1.0,0.0,1649,0.0,0.0,44,0,86,210,2085,2085,1649,4,1,0,1.0,0,95.0,1
145,1.0,1.0,1.0,49,0.0,0.0,0,0,3,42,0,0,49,0,1,1,1.0,0,69.0,0
146,0.0,1.0,1.0,54850,0.0,0.0,92,0,1468,313,6043,6043,54850,13,0,0,1.0,0,1523.0,1
147,1.0,1.0,0.0,2451,0.0,0.0,15,0,382,365,1675,1675,2451,0,1,1,1.0,0,495.0,1
148,0.0,1.0,0.0,9545,0.0,0.0,56,0,1030,1258,4497,4497,9545,0,0,1,1.0,0,493.0,1
149,1.0,1.0,1.0,15840,0.0,0.0,147,0,1532,517,983,983,15840,9,1,0,1.0,0,518.0,1
150,0.0,1.0,1.0,2040,0.0,0.0,40,0,953,1248,2,2,2040,28,0,0,1.0,0,1005.0,0
151,1.0,1.0,1.0,72,0.0,0.0,79,0,0,0,0,0,72,0,1,0,1.0,0,872.0,0
152,1.0,1.0,0.0,11896,0.0,0.0,89,0,990,1859,0,0,11896,0,1,1,1.0,0,776.0,0
153,0.0,1.0,1.0,102429,0.0,0.0,112,0,777,88,3836,3836,102429,8,0,0,1.0,0,1476.0,1
154,1.0,1.0,1.0,43,0.0,0.0,0,0,3,36,0,0,43,0,1,1,1.0,0,58.0,0
155,1.0,1.0,1.0,561,0.0,0.0,0,0,1763,889,0,0,561,1,1,1,1.0,0,162.0,0
156,1.0,1.0,0.0,1087,0.0,0.0,28,0,212,219,1300,1300,1087,0,1,1,1.0,0,693.0,1
157,0.0,1.0,1.0,9731,0.0,0.0,87,0,394,311,4086,4086,9731,5,1,0,1.0,0,1961.0,1
158,0.0,1.0,1.0,1891,0.0,0.0,81,0,66,76,1662,1662,1891,1,0,0,1.0,0,949.0,1
159,1.0,1.0,1.0,901,0.0,0.0,122,0,128,472,383,383,901,0,1,1,1.0,0,843.0,0
160,1.0,1.0,1.0,38594,1.0,1.0,99,0,6994,963,1780,1780,38594,86,1,1,1.0,0,971.0,1
161,0.0,1.0,0.0,715,0.0,0.0,20,0,102,52,276,276,715,0,1,0,1.0,0,176.0,1
162,1.0,1.0,1.0,35,0.0,0.0,0,0,2,33,0,0,35,1,1,1,1.0,0,55.0,0
163,1.0,1.0,1.0,65,0.0,0.0,0,0,7,42,0,0,65,0,1,1,1.0,0,70.0,0
164,1.0,1.0,1.0,50,0.0,0.0,0,0,1,34,0,0,50,0,1,1,1.0,0,62.0,0
165,1.0,1.0,1.0,46,0.0,0.0,0,0,5,38,0,0,46,0,1,1,1.0,0,59.0,0
166,1.0,1.0,1.0,48,0.0,0.0,0,0,6,38,0,0,48,0,1,1,1.0,0,66.0,0
167,1.0,1.0,0.0,4774,0.0,0.0,21,0,552,787,4029,4029,4774,11,1,0,1.0,0,467.0,1
168,1.0,1.0,1.0,24494,0.0,1.0,19,0,780,175,7978,7978,24494,0,1,1,1.0,0,983.0,1
169,1.0,1.0,1.0,47,0.0,0.0,0,0,7,40,0,0,47,0,1,1,1.0,0,67.0,0
170,1.0,1.0,1.0,6923,0.0,0.0,122,0,308,326,21,21,6923,10,0,0,1.0,0,2284.0,1
171,1.0,1.0,1.0,124,0.0,0.0,65,0,0,0,0,0,124,1,1,0,1.0,0,874.0,0
172,1.0,1.0,1.0,71,0.0,0.0,0,0,12,44,0,0,71,0,1,1,1.0,0,74.0,0
173,1.0,1.0,1.0,67,0.0,0.0,0,0,3,49,0,0,67,0,1,1,1.0,0,62.0,0
174,0.0,1.0,1.0,2785,0.0,0.0,2,0,435,684,11141,11141,2785,0,0,1,1.0,0,1502.0,1
175,1.0,1.0,1.0,106,0.0,0.0,46,0,27,35,0,0,106,0,1,0,1.0,0,874.0,0
176,1.0,1.0,1.0,53,0.0,0.0,0,0,2,42,0,0,53,0,1,1,1.0,0,63.0,0
177,1.0,1.0,1.0,1660,1.0,0.0,152,0,121,105,596,596,1660,1,1,0,1.0,0,1014.0,1
178,1.0,1.0,1.0,47,0.0,0.0,0,0,7,35,0,0,47,1,1,1,1.0,0,68.0,0
179,0.0,1.0,1.0,550,0.0,0.0,44,0,444,465,777,777,550,1,0,0,1.0,0,367.0,0
180,1.0,1.0,1.0,44,0.0,0.0,0,0,9,45,0,0,44,0,1,1,1.0,0,65.0,0
181,1.0,1.0,0.0,6212,0.0,1.0,17,0,552,737,1467,1467,6212,0,1,0,1.0,0,1146.0,1
182,1.0,1.0,1.0,43,0.0,0.0,0,0,5,33,0,0,43,0,1,1,1.0,0,69.0,0
183,0.0,1.0,1.0,14009,1.0,0.0,92,0,159,182,341,341,14009,4,0,0,1.0,0,2029.0,1
184,1.0,1.0,1.0,32,0.0,0.0,71,0,2,0,0,0,32,0,1,0,1.0,0,872.0,0
185,1.0,1.0,0.0,1430,0.0,0.0,143,0,405,584,192,192,1430,6,0,0,1.0,0,285.0,1
186,1.0,1.0,1.0,75,0.0,0.0,0,0,6,40,0,0,75,0,1,1,1.0,0,71.0,0
187,0.0,1.0,1.0,6180,0.0,0.0,17,0,123,206,1650,1650,6180,2,1,0,1.0,0,1566.0,1
188,1.0,1.0,1.0,79,0.0,0.0,0,0,7,39,0,0,79,1,1,1,1.0,0,74.0,0
189,1.0,1.0,0.0,3457,0.0,0.0,17,0,947,777,1842,1842,3457,1,1,1,1.0,0,619.0,1
190,1.0,1.0,1.0,65,0.0,0.0,0,0,11,42,0,0,65,0,1,1,1.0,0,74.0,0
191,1.0,1.0,1.0,45,0.0,0.0,0,0,7,34,0,0,45,0,1,1,1.0,0,56.0,0
192,1.0,1.0,1.0,124,0.0,0.0,78,0,2157,2368,0,0,124,2,1,1,1.0,0,803.0,0
193,0.0,1.0,1.0,22763,0.0,0.0,156,0,974,856,357,357,22763,81,0,0,1.0,0,2407.0,1
194,1.0,1.0,1.0,53,0.0,0.0,0,0,7,41,0,0,53,0,1,1,1.0,0,69.0,0
195,1.0,1.0,1.0,57,0.0,0.0,46,0,0,0,0,0,57,0,1,0,1.0,0,874.0,0
196,1.0,1.0,1.0,3236,0.0,0.0,64,0,29,16,188,188,3236,5,0,0,1.0,0,1792.0,1
197,1.0,1.0,1.0,59,0.0,0.0,0,0,11,46,0,0,59,0,1,1,1.0,0,68.0,0
198,1.0,1.0,1.0,49,0.0,0.0,0,0,2,41,0,0,49,0,1,1,1.0,0,66.0,0
199,1.0,1.0,1.0,148,0.0,0.0,48,0,0,0,0,0,148,0,1,0,1.0,0,875.0,0
200,0.0,1.0,1.0,2685,1.0,0.0,0,0,167,156,1888,1888,2685,1,1,1,1.0,0,1089.0,1
201,0.0,1.0,0.0,1654,0.0,0.0,101,0,173,196,2277,2277,1654,0,1,1,1.0,0,731.0,1
202,0.0,1.0,1.0,26220,1.0,0.0,23,0,162,258,785,785,26220,3,0,0,1.0,0,1789.0,1
203,1.0,1.0,1.0,65,0.0,0.0,0,0,4,34,0,0,65,0,1,1,1.0,0,73.0,0
204,1.0,1.0,1.0,46,0.0,0.0,0,0,7,41,0,0,46,0,1,1,1.0,0,59.0,0
205,1.0,1.0,0.0,2515,0.0,0.0,0,0,2018,2159,0,0,2515,4,1,1,1.0,0,777.0,0
206,1.0,1.0,1.0,315,0.0,0.0,0,0,79,821,0,0,315,0,1,1,1.0,0,156.0,0
207,1.0,1.0,1.0,66,0.0,0.0,65,0,0,0,0,0,66,0,1,0,1.0,0,803.0,0
208,1.0,1.0,1.0,6384,0.0,0.0,12,0,192,392,5562,5562,6384,3,1,1,1.0,0,1934.0,1
209,1.0,1.0,1.0,64,0.0,0.0,0,0,8,42,0,0,64,0,1,1,1.0,0,63.0,0
210,0.0,1.0,0.0,9625,0.0,0.0,29,0,428,394,5806,5806,9625,0,1,1,1.0,0,158.0,1
211,1.0,1.0,1.0,46,0.0,0.0,0,0,3,40,0,0,46,0,1,1,1.0,0,53.0,0
212,0.0,1.0,1.0,11538,0.0,0.0,58,0,1007,527,5371,5371,11538,1,1,0,1.0,0,1085.0,1
213,0.0,1.0,1.0,567,0.0,0.0,66,0,196,298,128,128,567,4,0,0,1.0,0,2226.0,1
214,1.0,1.0,1.0,988,0.0,0.0,0,0,23,299,170,170,988,4,1,1,1.0,0,737.0,1
215,1.0,1.0,1.0,74,0.0,0.0,0,0,4,33,0,0,74,0,1,1,1.0,0,74.0,0
216,1.0,1.0,0.0,3,0.0,0.0,0,0,1,7,1,1,3,0,1,1,1.0,0,1153.0,1
217,1.0,1.0,0.0,798,0.0,0.0,63,0,248,342,1415,1415,798,0,1,1,1.0,0,447.0,1
218,1.0,1.0,1.0,239,0.0,0.0,0,0,32,514,0,0,239,0,1,1,1.0,0,73.0,0
219,1.0,1.0,1.0,66,0.0,0.0,0,0,2,42,0,0,66,1,1,1,1.0,0,72.0,0
220,1.0,1.0,1.0,427,0.0,0.0,71,0,75,77,279,279,427,0,1,0,1.0,0,2071.0,1
221,1.0,1.0,1.0,42,0.0,0.0,0,0,3,33,0,0,42,0,1,1,1.0,0,56.0,0
222,1.0,1.0,1.0,58,0.0,0.0,0,0,3,35,0,0,58,1,1,1,1.0,0,65.0,0
223,1.0,1.0,1.0,72,0.0,0.0,0,0,3,39,0,0,72,0,1,1,1.0,0,73.0,0
224,0.0,1.0,1.0,25655,0.0,0.0,154,0,361,983,1768,1768,25655,10,0,0,1.0,0,2335.0,1
225,1.0,1.0,1.0,59,0.0,0.0,0,0,2,32,0,0,59,1,1,1,1.0,0,65.0,0
226,0.0,1.0,1.0,1749,0.0,0.0,63,0,101,438,309,309,1749,2,1,0,1.0,0,1943.0,1
227,1.0,1.0,1.0,40,0.0,0.0,0,0,1,42,0,0,40,0,1,1,1.0,0,68.0,0
228,1.0,1.0,1.0,73,0.0,0.0,0,0,8,40,0,0,73,0,1,1,1.0,0,74.0,0
229,0.0,1.0,0.0,437,0.0,0.0,114,0,113,167,207,207,437,0,1,0,1.0,0,107.0,1
230,1.0,1.0,0.0,2976,0.0,0.0,56,0,3550,3910,0,0,2976,13,1,0,1.0,0,804.0,0
231,1.0,1.0,0.0,124,1.0,0.0,88,0,188,256,0,0,124,0,1,0,1.0,0,868.0,0
232,1.0,1.0,1.0,236,0.0,0.0,119,0,168,360,4,4,236,5,0,1,1.0,0,1319.0,1
233,0.0,1.0,1.0,8528,0.0,0.0,61,0,312,879,1009,1009,8528,1,1,0,1.0,0,252.0,1
234,0.0,1.0,1.0,69057,0.0,1.0,153,0,1003,760,53960,53960,69057,33,0,0,1.0,0,2209.0,1
235,1.0,1.0,0.0,851,0.0,0.0,19,0,131,249,8735,8735,851,0,0,0,1.0,0,205.0,1
236,1.0,1.0,1.0,55,0.0,0.0,0,0,12,37,0,0,55,0,1,1,1.0,0,69.0,0
237,1.0,1.0,1.0,338,0.0,0.0,38,0,4864,5350,0,0,338,9,1,1,1.0,0,874.0,0
238,1.0,1.0,1.0,68,0.0,0.0,0,0,4,43,0,0,68,0,1,1,1.0,0,71.0,0
